id,timestamp,length,recieved,start,completed
R0:40032.894208,0.025075,274905495200.000000,1697509322.477935,40032.924448
R1:40032.996481,0.080083,274905495200.000000,1697509322.575362,40033.076808
R2:40033.081427,0.011004,274905495200.000000,1697509322.660135,40033.092498
R3:40033.216273,0.073100,274905495200.000000,1697509322.795045,40033.289510
R4:40033.238996,0.040368,274905495200.000000,1697509322.868361,40033.330120
R5:40033.257097,0.049560,274905495200.000000,1697509322.908856,40033.379779
R6:40033.293169,0.036016,274905495200.000000,1697509322.958477,40033.415841
R7:40033.318428,0.123963,274905495200.000000,1697509322.994519,40033.539855
R8:40033.487436,0.063168,274905495200.000000,1697509323.118628,40033.603156
R9:40033.543595,0.046693,274905495200.000000,1697509323.181885,40033.649929
R10:40033.552209,0.013912,274905495200.000000,1697509323.228625,40033.663890
R11:40033.553150,0.081527,274905495200.000000,1697509323.242568,40033.745452
R12:40033.561394,0.025620,274905495200.000000,1697509323.324147,40033.771117
R13:40033.570889,0.005760,274905495200.000000,1697509323.349814,40033.776924
R14:40033.578635,0.012311,274905495200.000000,1697509323.355602,40033.789271
R15:40033.958443,0.091352,274905495200.000000,1697509323.537165,40034.049889
R16:40033.998443,0.017551,274905495200.000000,1697509323.628598,40034.067508
R17:40034.051154,0.037147,274905495200.000000,1697509323.646203,40034.104698
R18:40034.107581,0.180181,274905495200.000000,1697509323.686344,40034.287887
R19:40034.145418,0.073780,274905495200.000000,1697509323.866592,40034.361734
R20:40034.164676,0.073465,274905495200.000000,1697509323.940426,40034.435245
R21:40034.206255,0.111064,274905495200.000000,1697509324.013938,40034.546372
R22:40034.234680,0.021729,274905495200.000000,1697509324.125094,40034.568178
R23:40034.253210,0.125682,274905495200.000000,1697509324.146861,40034.693897
R24:40034.344847,0.149118,274905495200.000000,1697509324.272588,40034.843066
R25:40034.348887,0.004499,274905495200.000000,1697509324.421801,40034.847660
R26:40034.390374,0.054417,274905495200.000000,1697509324.426381,40034.902159
R27:40034.402251,0.021454,274905495200.000000,1697509324.480857,40034.923659
R28:40034.525055,0.001011,274905495200.000000,1697509324.502338,40034.924696
R29:40034.528787,0.003259,274905495200.000000,1697509324.503375,40034.927980
R30:40034.562799,0.176396,274905495200.000000,1697509324.506665,40035.104415
R31:40034.577932,0.095164,274905495200.000000,1697509324.683114,40035.199629
R32:40034.707115,0.038800,274905495200.000000,1697509324.778318,40035.238468
R33:40034.724395,0.071408,274905495200.000000,1697509324.817150,40035.309929
R34:40034.750561,0.055089,274905495200.000000,1697509324.888631,40035.365075
R37:40034.864735,0.063819,274905495200.000000,1697509324.943777,40035.428960
R38:40035.013171,0.067073,274905495200.000000,1697509325.007675,40035.496117
R39:40035.031797,0.021852,274905495200.000000,1697509325.074826,40035.518033
R40:40035.088575,0.009075,274905495200.000000,1697509325.096718,40035.527141
R41:40035.153301,0.106045,274905495200.000000,1697509325.105819,40035.633220
R42:40035.185551,0.020049,274905495200.000000,1697509325.212538,40035.653938
R43:40035.283768,0.111921,274905495200.000000,1697509325.232615,40035.766026
R44:40035.298271,0.058025,274905495200.000000,1697509325.344878,40035.824283
R45:40035.322260,0.044414,274905495200.000000,1697509325.403007,40035.868793
R46:40035.496407,0.097835,274905495200.000000,1697509325.447499,40035.966690
R47:40035.555932,0.128831,274905495200.000000,1697509325.545392,40036.095577
R48:40035.588142,0.084307,274905495200.000000,1697509325.674271,40036.179929
R49:40035.616406,0.120940,274905495200.000000,1697509325.758635,40036.300947
R50:40035.680463,0.012156,274905495200.000000,1697509325.879668,40036.313175
R51:40035.717098,0.126367,274905495200.000000,1697509325.891858,40036.439580
R52:40035.883850,0.106458,274905495200.000000,1697509326.018268,40036.546079
R53:40035.892765,0.028278,274905495200.000000,1697509326.124772,40036.574399
R54:40035.949724,0.016499,274905495200.000000,1697509326.153092,40036.590947
R55:40036.003465,0.018369,274905495200.000000,1697509326.169639,40036.609367
R56:40036.089147,0.012816,274905495200.000000,1697509326.188052,40036.622217
R57:40036.122080,0.016164,274905495200.000000,1697509326.200906,40036.638418
R58:40036.133643,0.026936,274905495200.000000,1697509326.217095,40036.665387
R60:40036.189228,0.006738,274905495200.000000,1697509326.244090,40036.672182
R63:40036.465818,0.024160,274905495200.000000,1697509326.250858,40036.696381
R64:40036.529936,0.022996,274905495200.000000,1697509326.275071,40036.719425
R65:40036.606952,0.013215,274905495200.000000,1697509326.298106,40036.732681
R66:40036.626346,0.014013,274905495200.000000,1697509326.311364,40036.746732
R67:40036.675174,0.065866,274905495200.000000,1697509326.325420,40036.812640
R68:40036.684386,0.078866,274905495200.000000,1697509326.391328,40036.891551
R69:40036.691846,0.068339,274905495200.000000,1697509326.470273,40036.959973
R70:40036.701816,0.149891,274905495200.000000,1697509326.538680,40037.109922
R71:40036.706138,0.036862,274905495200.000000,1697509326.688609,40037.146827
R72:40036.709148,0.013726,274905495200.000000,1697509326.725512,40037.160588
R73:40036.719933,0.065961,274905495200.000000,1697509326.739269,40037.226584
R74:40036.808758,0.171180,274905495200.000000,1697509326.805277,40037.397876
R75:40036.868178,0.071301,274905495200.000000,1697509326.976689,40037.469365
R76:40036.924906,0.007246,274905495200.000000,1697509327.048079,40037.476689
R77:40036.930398,0.004073,274905495200.000000,1697509327.055391,40037.480824
R78:40036.971212,0.011449,274905495200.000000,1697509327.059519,40037.492328
R79:40036.975254,0.085650,274905495200.000000,1697509327.071027,40037.578052
R80:40037.009648,0.070444,274905495200.000000,1697509327.156770,40037.648591
R83:40037.724201,0.006703,274905495200.000000,1697509327.302976,40037.731049
R84:40037.846896,0.002779,274905495200.000000,1697509327.425645,40037.849792
R85:40038.186912,0.003754,274905495200.000000,1697509327.765716,40038.190833
R86:40038.300560,0.128242,274905495200.000000,1697509327.879284,40038.428894
R87:40038.300838,0.009945,274905495200.000000,1697509328.007610,40038.438910
R88:40038.350971,0.024854,274905495200.000000,1697509328.017591,40038.463801
R89:40038.360915,0.085655,274905495200.000000,1697509328.042498,40038.549511
R90:40038.496648,0.040202,274905495200.000000,1697509328.128204,40038.589766
R91:40038.521408,0.030127,274905495200.000000,1697509328.168494,40038.619972
R92:40038.569561,0.005248,274905495200.000000,1697509328.198671,40038.625266
R93:40038.634194,0.070795,274905495200.000000,1697509328.212915,40038.705077
R94:40038.676270,0.242864,274905495200.000000,1697509328.283772,40038.947995
R95:40038.696468,0.105029,274905495200.000000,1697509328.526712,40039.053099
R96:40038.744287,0.049566,274905495200.000000,1697509328.631794,40039.102712
R97:40038.820859,0.068877,274905495200.000000,1697509328.681393,40039.171627
R98:40038.822909,0.129765,274905495200.000000,1697509328.750315,40039.301437
R99:40038.922483,0.088904,274905495200.000000,1697509328.880134,40039.390409
R100:40039.037442,0.068092,274905495200.000000,1697509328.969116,40039.458578
R101:40039.253275,0.205511,274905495200.000000,1697509329.037276,40039.664149
R102:40039.383146,0.034384,274905495200.000000,1697509329.242856,40039.698609
R103:40039.444256,0.088601,274905495200.000000,1697509329.277322,40039.787290
R104:40039.454239,0.004006,274905495200.000000,1697509329.366000,40039.791376
R105:40039.576393,0.014254,274905495200.000000,1697509329.370111,40039.805732
R106:40039.634740,0.013012,274905495200.000000,1697509329.384433,40039.818797
R107:40039.689951,0.019053,274905495200.000000,1697509329.397485,40039.837889
R108:40039.757013,0.013161,274905495200.000000,1697509329.416577,40039.851087
R109:40039.779216,0.050130,274905495200.000000,1697509329.429773,40039.901260
R110:40039.783523,0.052653,274905495200.000000,1697509329.479995,40039.954012
R111:40039.797618,0.177832,274905495200.000000,1697509329.532706,40040.131902
R112:40039.837369,0.039495,274905495200.000000,1697509329.710650,40040.171510
R113:40039.855676,0.006011,274905495200.000000,1697509329.750211,40040.177574
R114:40039.926293,0.044891,274905495200.000000,1697509329.756258,40040.222502
R115:40039.961761,0.029975,274905495200.000000,1697509329.801191,40040.252515
R116:40040.122308,0.094090,274905495200.000000,1697509329.831195,40040.346638
R117:40040.145150,0.000162,274905495200.000000,1697509329.925323,40040.346832
R118:40040.176865,0.045625,274905495200.000000,1697509329.925548,40040.392524
R119:40040.200391,0.013322,274905495200.000000,1697509329.971202,40040.405871
R120:40040.299938,0.032981,274905495200.000000,1697509329.984545,40040.438882
R121:40040.362492,0.018189,274905495200.000000,1697509330.017584,40040.457128
R122:40040.399071,0.010079,274905495200.000000,1697509330.035813,40040.467244
R123:40040.468285,0.002086,274905495200.000000,1697509330.047008,40040.470451
R124:40040.522366,0.059534,274905495200.000000,1697509330.101074,40040.581965
R125:40040.552087,0.050756,274905495200.000000,1697509330.161055,40040.633165
R126:40040.614369,0.010205,274905495200.000000,1697509330.211848,40040.643408
R127:40040.638094,0.049330,274905495200.000000,1697509330.222088,40040.692770
R128:40040.690331,0.019903,274905495200.000000,1697509330.271449,40040.712708
R129:40040.763266,0.011296,274905495200.000000,1697509330.342039,40040.774701
R130:40040.838252,0.057721,274905495200.000000,1697509330.416984,40040.896060
R131:40040.979241,0.014871,274905495200.000000,1697509330.557954,40040.994178
R132:40041.038094,0.004586,274905495200.000000,1697509330.616889,40041.042832
R133:40041.080349,0.104935,274905495200.000000,1697509330.659052,40041.185345
R134:40041.097135,0.004921,274905495200.000000,1697509330.764033,40041.190302
R135:40041.161525,0.022440,274905495200.000000,1697509330.768976,40041.212763
R136:40041.168099,0.044973,274905495200.000000,1697509330.791436,40041.257763
R137:40041.215880,0.017039,274905495200.000000,1697509330.836440,40041.274833
R138:40041.276927,0.017011,274905495200.000000,1697509330.855627,40041.293992
R139:40041.360020,0.010521,274905495200.000000,1697509330.938731,40041.370608
R140:40041.382263,0.000179,274905495200.000000,1697509330.961040,40041.382576
R141:40041.613303,0.020134,274905495200.000000,1697509331.192014,40041.633510
R142:40041.710930,0.028679,274905495200.000000,1697509331.289645,40041.739696
R143:40041.722543,0.125622,274905495200.000000,1697509331.318393,40041.865374
R144:40041.899536,0.060045,274905495200.000000,1697509331.478251,40041.959649
R145:40041.979988,0.057884,274905495200.000000,1697509331.558692,40042.037931
R146:40041.987204,0.074422,274905495200.000000,1697509331.616612,40042.112400
R147:40042.014132,0.124010,274905495200.000000,1697509331.691110,40042.236489
R148:40042.173361,0.011379,274905495200.000000,1697509331.815197,40042.247930
R149:40042.283405,0.039708,274905495200.000000,1697509331.862166,40042.323247
R150:40042.371148,0.117658,274905495200.000000,1697509331.949921,40042.488958
R151:40042.390812,0.103565,274905495200.000000,1697509332.067768,40042.592695
R152:40042.524422,0.042925,274905495200.000000,1697509332.171422,40042.635701
R153:40042.562768,0.016004,274905495200.000000,1697509332.214427,40042.651787
R154:40042.572685,0.033903,274905495200.000000,1697509332.230480,40042.685735
R155:40042.683793,0.094505,274905495200.000000,1697509332.264417,40042.780276
R156:40042.718444,0.017199,274905495200.000000,1697509332.358966,40042.797515
R157:40042.756547,0.057629,274905495200.000000,1697509332.376202,40042.855185
R158:40042.767617,0.007486,274905495200.000000,1697509332.433883,40042.862725
R159:40042.839883,0.033905,274905495200.000000,1697509332.441437,40042.896693
R160:40042.891256,0.064413,274905495200.000000,1697509332.475383,40042.961154
R161:40042.992466,0.012549,274905495200.000000,1697509332.571199,40043.005117
R162:40043.003423,0.006463,274905495200.000000,1697509332.583811,40043.011625
R163:40043.041780,0.022349,274905495200.000000,1697509332.620515,40043.064231
R164:40043.050079,0.134335,274905495200.000000,1697509332.642923,40043.198619
R165:40043.071918,0.048656,274905495200.000000,1697509332.777322,40043.247335
R166:40043.204786,0.085223,274905495200.000000,1697509332.826028,40043.332605
R167:40043.305546,0.020396,274905495200.000000,1697509332.911297,40043.353046
R168:40043.343654,0.053769,274905495200.000000,1697509332.931730,40043.406855
R169:40043.371542,0.014981,274905495200.000000,1697509332.985536,40043.421868
R170:40043.423732,0.003766,274905495200.000000,1697509333.002462,40043.427580
R171:40043.432875,0.052094,274905495200.000000,1697509333.011585,40043.485033
R172:40043.439246,0.017003,274905495200.000000,1697509333.065054,40043.503411
R173:40043.464380,0.004779,274905495200.000000,1697509333.082092,40043.508222
R174:40043.486763,0.136281,274905495200.000000,1697509333.086924,40043.644559
R175:40043.517760,0.015426,274905495200.000000,1697509333.223240,40043.660020
R176:40043.566455,0.071728,274905495200.000000,1697509333.238724,40043.731832
R177:40043.626245,0.008556,274905495200.000000,1697509333.310533,40043.740440
R178:40043.663409,0.049130,274905495200.000000,1697509333.319125,40043.789608
R179:40043.782658,0.011650,274905495200.000000,1697509333.368312,40043.801309
R180:40043.823200,0.027774,274905495200.000000,1697509333.401912,40043.851037
R181:40043.868539,0.025076,274905495200.000000,1697509333.447239,40043.893671
R182:40043.966982,0.019727,274905495200.000000,1697509333.545761,40043.986858
R183:40043.982563,0.050896,274905495200.000000,1697509333.565541,40044.037787
R184:40044.055187,0.020643,274905495200.000000,1697509333.633978,40044.075973
